Fitness
36938
82220
109480
126580
155565
157994
157236
153003
147735
151074
153376
155169
153146
154960
157263
159795
161739
164304
163745
163086
160907
160955
165338
162071
164039
155499
162455
166614
161068
157134
159062
157671
162465
158868
155353
166001
159163
165311
163037
163579
165159
163083
164919
152497
158111
161358
153768
159967
160368
157829
163408
161389
165879
160716
156126
162731
159970
162527
162485
161400
160047
159059
165269
161089
169170
156964
159422
157009
153402
150668
156953
156561
162346
163250
162348
163725
162307
158288
161221
165096
169277
163479
159644
165496
160367
163152
160556
162234
153706
159203
164847
163662
156808
160012
158606
159835
162263
156684
160432
161405
160680
159925
164048
161817
158683
161120
162364
161656
162044
156683
165895
156510
164726
161031
164493
163380
176159
181197
164916
172883
186758
176976
199022
199865
204185
205536
219146
252093
261014
316320
313532
402796
387407
450562
459182
449315
453403
524727
609316
591984
574727
599804
629546
646576
674211
682801
678050
731516
728126
679584
697386
657321
745085
753943
744072
746905
739769
720905
668506
705630
698064
744402
707523
754114
705441
705457
737144
746928
722611
730400
724009
734061
748929
757927
712517
702236
690403
729711
705320
738793
716005
727712
736838
741463
718749
741306
733497
729531
735747
725904
717226
698269
689623
744888
700342
742422
749856
758479
774390
724195
