Fitness
313389.0,
228380.0,
241312.0,
300237.0,
367619.0,
370450.0,
335661.0,
331183.0,
349247.0,
356289.0,
324869.0,
339720.0,
308288.0,
312254.0,
341968.0,
363439.0,
331747.0,
315447.0,
326781.0,
294232.0,
323940.0,
311232.0,
332625.0,
322531.0,
307424.0,
319443.0,
327294.0,
320318.0,
312943.0,
327112.0,
308188.0,
326171.0,
322947.0,
322464.0,
328970.0,
315773.0,
321995.0,
315286.0,
312169.0,
304002.0,
297537.0,
338058.0,
304899.0,
326722.0,
321901.0,
345469.0,
328876.0,
314700.0,
324396.0,
330474.0,
331543.0,
329983.0,
334410.0,
352762.0,
369761.0,
359884.0,
373509.0,
401259.0,
425793.0,
439547.0,
486842.0,
516516.0,
694589.0,
703594.0,
768749.0,
904363.0,
879650.0,
927887.0,
995655.0,
1042254.0,
1126575.0,
994889.0,
1096694.0,
1095839.0,
1243404.0,
1301539.0,
1230974.0,
1189722.0,
1176021.0,
1150733.0,
1224327.0,
1306074.0,
1320552.0,
1395652.0,
1315708.0,
1191214.0,
1334545.0,
1304353.0,
1356735.0,
1307870.0,
1246315.0,
1204168.0,
1355421.0,
1207025.0,
1265283.0,
1372909.0,
1290108.0,
1121179.0,
1264304.0,
1290413.0,
