Fitness
748461.0,
569700.0,
582190.0,
678127.0,
705917.0,
662009.0,
730711.0,
854642.0,
823319.0,
810004.0,
774121.0,
877997.0,
766456.0,
932185.0,
901402.0,
983555.0,
843097.0,
1031856.0,
967993.0,
1031374.0,
819497.0,
980458.0,
856373.0,
898554.0,
943005.0,
862174.0,
846581.0,
814782.0,
767978.0,
820493.0,
772827.0,
988514.0,
811872.0,
943734.0,
807739.0,
1025306.0,
865086.0,
878336.0,
1002042.0,
959094.0,
982807.0,
846761.0,
969960.0,
1107250.0,
1512700.0,
1427540.0,
1524657.0,
1751842.0,
1658160.0,
2105712.0,
2056009.0,
2300236.0,
2330408.0,
2620557.0,
2635889.0,
2601868.0,
2772290.0,
3064736.0,
2680372.0,
3099272.0,
2947897.0,
2988633.0,
3209210.0,
3271502.0,
2601886.0,
3045062.0,
2590641.0,
2793315.0,
2949482.0,
2811965.0,
2815915.0,
2560533.0,
2762971.0,
2791825.0,
2871534.0,
2671035.0,
2500366.0,
2730763.0,
2984228.0,
2868369.0,
2806196.0,
3129357.0,
3153459.0,
2991564.0,
2792082.0,
2754352.0,
2174379.0,
2631123.0,
2669076.0,
2891417.0,
2802327.0,
2401156.0,
2434119.0,
2513413.0,
2651503.0,
2273178.0,
2573392.0,
2582442.0,
2760816.0,
2808860.0,
2230321.0,
2596050.0,
2879741.0,
2323823.0,
2573138.0,
2676298.0,
2473670.0,
2440129.0,
2776365.0,
2653299.0,
2701958.0,
2375816.0,
2411532.0,
2574853.0,
2554858.0,
2291952.0,
2579095.0,
2679771.0,
2865577.0,
3102641.0,
2443855.0,
1788931.0,
2174186.0,
2145646.0,
2169567.0,
2110597.0,
2307052.0,
2644533.0,
2248800.0,
2334660.0,
2548717.0,
2709069.0,
2383637.0,
2354685.0,
2273648.0,
2534491.0,
2473760.0,
2249693.0,
2442220.0,
2317565.0,
2418774.0,
2441307.0,
1941934.0,
2350183.0,
2488753.0,
2747716.0,
2959982.0,
2292494.0,
2100216.0,
2195252.0,
2384386.0,
1966934.0,
2101046.0,
2531629.0,
2744737.0,
2453856.0,
2727340.0,
2184868.0,
1857920.0,
2469751.0,
2460039.0,
2385517.0,
2125386.0,
2366791.0,
2657072.0,
2776103.0,
2830176.0,
2842769.0,
2548597.0,
2170935.0,
2712426.0,
2830027.0,
2934895.0,
2972001.0,
2560433.0,
2760222.0,
3186361.0,
3025188.0,
3255687.0,
2077983.0,
2367771.0,
2492891.0,
2021077.0,
2367602.0,
2348555.0,
2302520.0,
2323913.0,
2414489.0,
2796001.0,
2888190.0,
2508412.0,
2713878.0,
2684182.0,
2721422.0,
2810085.0,
2387862.0,
2919345.0,
2650362.0,
2258272.0,
1676409.0,
2347509.0,
2321819.0,
2305190.0,
2567001.0,
2757420.0,
2742978.0,
2759015.0,
2302847.0,
2270694.0,
2606753.0,
1619813.0,
1832269.0,
1891879.0,
2582540.0,
2219423.0,
2520054.0,
2125068.0,
2035778.0,
2249413.0,
2381850.0,
2131144.0,
