Fitness
2520042.0,
2967738.0,
2783647.0,
3515959.0,
3605694.0,
3287014.0,
3180959.0,
3216863.0,
3609797.0,
3359045.0,
3476443.0,
3258411.0,
3457472.0,
3472208.0,
3673900.0,
3588300.0,
3711173.0,
3628719.0,
3741161.0,
3308790.0,
3633467.0,
3669840.0,
3929587.0,
4218715.0,
4482657.0,
4897321.0,
5647286.0,
5347350.0,
5615320.0,
5356480.0,
5489527.0,
5374198.0,
5495748.0,
5657089.0,
5766668.0,
5956372.0,
5952106.0,
6134089.0,
6032765.0,
5813029.0,
5995069.0,
6246759.0,
6452230.0,
6174060.0,
5881028.0,
6159706.0,
5673736.0,
5737140.0,
6267348.0,
6645426.0,
6310645.0,
6796428.0,
6975246.0,
8330078.0,
9473286.0,
1.1490985E7,
1.2594204E7,
1.346193E7,
1.5310116E7,
1.6325662E7,
1.6823305E7,
1.7032821E7,
1.7675878E7,
1.6773573E7,
1.6551606E7,
1.7453317E7,
1.7613904E7,
1.8314229E7,
1.7853996E7,
1.7994633E7,
1.7919625E7,
1.8045597E7,
1.7161652E7,
1.8094226E7,
1.7762129E7,
1.8102242E7,
1.8012078E7,
1.8309346E7,
1.7465016E7,
1.7930274E7,
1.8168976E7,
1.774453E7,
1.7394203E7,
1.6977266E7,
1.7945479E7,
1.8835716E7,
1.7896629E7,
1.7434414E7,
1.7891743E7,
1.7569266E7,
1.8116689E7,
1.8095588E7,
1.8558266E7,
1.8467932E7,
1.8568535E7,
1.9385851E7,
1.873993E7,
1.8256701E7,
1.7980899E7,
1.7893506E7,
1.8818039E7,
1.8376057E7,
1.8646085E7,
1.8416925E7,
1.9107097E7,
1.8855905E7,
1.9554193E7,
1.8755881E7,
1.8524603E7,
1.839641E7,
1.8145024E7,
1.7489122E7,
1.8147478E7,
1.8229088E7,
1.8052947E7,
1.7278467E7,
1.6788712E7,
1.8750384E7,
1.77251E7,
1.8560397E7,
1.8744567E7,
1.8240052E7,
1.8257564E7,
1.9182457E7,
1.9163098E7,
1.9308923E7,
1.8873782E7,
1.8107872E7,
1.9097206E7,
1.9439122E7,
1.8690417E7,
1.8901035E7,
1.9016656E7,
1.9276001E7,
1.8158034E7,
1.9256142E7,
1.7883443E7,
1.8899148E7,
1.8289397E7,
1.9162957E7,
1.9002095E7,
1.8477889E7,
1.8827387E7,
1.8637964E7,
1.9304025E7,
1.8558922E7,
1.8106902E7,
1.8603303E7,
1.7755556E7,
1.8392414E7,
1.8355452E7,
1.7312783E7,
1.8088534E7,
1.783971E7,
1.8592265E7,
1.8325282E7,
1.8241709E7,
1.9134744E7,
1.8572763E7,
1.839233E7,
1.8560659E7,
1.8563577E7,
1.8946452E7,
1.8790816E7,
1.8678301E7,
1.8738059E7,
1.8898057E7,
1.7539955E7,
1.9142464E7,
1.8142725E7,
1.8949591E7,
1.8715698E7,
1.7585653E7,
1.7444921E7,
1.9129797E7,
1.8901535E7,
1.8908582E7,
1.8247479E7,
1.8861494E7,
1.8758822E7,
1.8612864E7,
1.8034277E7,
1.8020587E7,
1.8550552E7,
1.8018948E7,
1.7749285E7,
1.7884248E7,
1.7941522E7,
1.8695207E7,
1.8281448E7,
1.8242164E7,
1.8486997E7,
1.8181729E7,
1.9021511E7,
1.8866906E7,
1.8085151E7,
1.822076E7,
1.7809552E7,
1.7778031E7,
1.8325104E7,
1.818458E7,
1.8843282E7,
1.8288812E7,
1.9242235E7,
1.8837351E7,
1.885466E7,
1.8876593E7,
1.9691874E7,
1.8267988E7,
1.7997249E7,
1.7601791E7,
1.8585325E7,
1.8179753E7,
1.7865196E7,
1.7929455E7,
1.8708753E7,
1.9323183E7,
1.7787235E7,
1.82279E7,
1.8689554E7,
1.9608296E7,
1.8972522E7,
1.911724E7,
1.9115263E7,
1.9041571E7,
1.9530591E7,
1.8914384E7,
1.8599217E7,
1.8337903E7,
1.8173368E7,
1.9330764E7,
1.7866844E7,
1.9005884E7,
1.7704333E7,
1.7078601E7,
1.8319643E7,
1.8844407E7,
1.8519106E7,
1.8608871E7,
1.8589947E7,
1.8343567E7,
1.8590144E7,
1.9386369E7,
1.8545392E7,
1.8586113E7,
1.9101979E7,
1.8470473E7,
1.8490372E7,
1.8753408E7,
1.9707918E7,
