Fitness,X,Y,Rotation,relX,relY
0.0,1,1,-236.43645179828593,1000000.0,1000000.0,
0.0,1,1,27.403331956905333,1000000.0,1000000.0,
150.0,1,1,243.68226068379488,1000000.0,1000000.0,
0.0,1,1,-65.4752473434051,1000000.0,1000000.0,
269.0,397,201,324.83107050828085,1000000.0,1000000.0,
0.0,1,1,-350.8944195539443,0.0,0.0,
250.0,101,397,109.08532681324954,1000000.0,1000000.0,
0.0,1,1,276.7892883835115,1000000.0,1000000.0,
0.0,1,1,49.95552263869331,1000000.0,1000000.0,
0.0,1,1,222.47295394616162,1000000.0,1000000.0,
0.0,1,1,-302.8967937749055,1000000.0,1000000.0,
0.0,1,1,91.08450753362911,1000000.0,1000000.0,
0.0,1,1,-16.822451709890288,1000000.0,1000000.0,
0.0,1,1,330.3916962062517,1000000.0,1000000.0,
0.0,1,1,249.69510640439262,1000000.0,1000000.0,
0.0,1,1,349.7747943252857,1000000.0,1000000.0,
0.0,1,1,278.56311067260657,1000000.0,1000000.0,
150.0,1,1,248.0005409946251,1000000.0,1000000.0,
0.0,1,1,348.0610571108152,1000000.0,1000000.0,
0.0,1,1,138.52448604438484,1000000.0,1000000.0,
0.0,1,1,218.1356819037411,1000000.0,1000000.0,
2173.0,1,30,252.44937935404107,1000000.0,1000000.0,
0.0,1,1,110.39431227774827,1000000.0,1000000.0,
0.0,1,1,31.080062487059195,1000000.0,1000000.0,
8853.0,1,7,263.24023235699536,0.0,10.0,
0.0,1,1,220.5172818911533,1000000.0,1000000.0,
0.0,1,1,281.595450729565,1000000.0,1000000.0,
0.0,1,1,-22.224717896899108,1000000.0,1000000.0,
0.0,1,1,72.3898010748469,1000000.0,1000000.0,
462.0,301,298,133.71729048382178,1000000.0,1000000.0,
365.0,201,397,119.62466409965657,1000000.0,1000000.0,
0.0,1,1,-140.71860703908237,1000000.0,1000000.0,
0.0,1,1,-76.11548665309317,1000000.0,1000000.0,
0.0,1,1,248.9924920454664,1000000.0,1000000.0,
2008.0,1,1,297.58291889629663,1000000.0,1000000.0,
344.0,298,301,314.9762012561749,1000000.0,1000000.0,
0.0,1,1,-44.71824167042814,1000000.0,1000000.0,
0.0,1,1,280.33401344330883,1000000.0,1000000.0,
0.0,1,1,323.7764656706217,1000000.0,1000000.0,
0.0,1,1,206.90739361635633,1000000.0,1000000.0,
0.0,1,1,194.33554015587765,1000000.0,1000000.0,
0.0,1,1,232.62836211025837,1000000.0,1000000.0,
0.0,1,1,273.93356629478654,1000000.0,1000000.0,
8931.0,7,1,190.67691025085026,-10.0,0.0,
0.0,1,1,-312.6879967590512,1000000.0,1000000.0,
0.0,1,1,-236.23193599715256,1000000.0,1000000.0,
0.0,1,1,170.40605982046577,1000000.0,1000000.0,
0.0,1,1,-66.32499148016689,1000000.0,1000000.0,
0.0,1,1,10.627053192827361,0.0,0.0,
0.0,1,1,304.5360714676701,1000000.0,1000000.0,
0.0,1,1,12.602695252369301,0.0,0.0,
0.0,1,1,248.94381958182498,1000000.0,1000000.0,
0.0,1,1,220.54140142560243,1000000.0,1000000.0,
0.0,1,1,13.001040938987671,0.0,0.0,
0.0,1,1,-348.93493975691587,0.0,0.0,
0.0,1,1,104.5522347461249,1000000.0,1000000.0,
0.0,1,1,-346.8130868628607,1000000.0,1000000.0,
0.0,1,1,131.13701379314358,1000000.0,1000000.0,
0.0,1,1,304.5111041110151,1000000.0,1000000.0,
0.0,1,1,153.71504446470135,1000000.0,1000000.0,
0.0,1,1,343.48777131222926,0.0,0.0,
1.0,999,999,41.10781493738517,1000000.0,1000000.0,
0.0,1,1,-265.16482328166285,1000000.0,1000000.0,
0.0,1,1,154.99124763714008,1000000.0,1000000.0,
0.0,1,1,126.57858099178316,1000000.0,1000000.0,
