Fitness,X,Y,Rotation,relX,relY
1756.0,276,177,100.16945058335767,0.0,0.0,
0.0,691,468,73.48392032742737,0.0,0.0,
0.0,327,896,-210.9048088987784,0.0,0.0,
0.0,603,987,-309.0574399363475,0.0,0.0,
1545.0,924,699,250.88335723213345,0.0,0.0,
740.0,1,999,105.36299430441522,0.0,0.0,
1980.0,356,295,302.1348584287083,0.0,0.0,
0.0,556,276,-175.7912948346725,0.0,0.0,
2628.0,763,774,228.86298293283835,0.0,0.0,
2238.0,1,1,228.09168914255486,0.0,0.0,
1129.0,397,667,31.09509816300738,0.0,0.0,
1667.0,291,113,29.181112626473578,0.0,0.0,
2056.0,219,841,120.96139637516853,0.0,0.0,
2449.0,613,659,255.68964089064997,0.0,0.0,
1904.0,937,869,240.72116534028822,0.0,0.0,
1469.0,866,507,280.75288982276146,0.0,0.0,
1333.0,965,963,264.8756477713219,0.0,0.0,
2101.0,579,429,209.9911021941931,0.0,0.0,
1788.0,19,402,183.8012900412217,0.0,0.0,
2326.0,324,517,120.60366878448866,0.0,0.0,
1386.0,911,579,201.94847934292233,0.0,0.0,
0.0,464,441,146.99090901043854,0.0,0.0,
2046.0,921,684,337.2802831265442,0.0,0.0,
1081.0,923,565,327.11244338304385,0.0,0.0,
1508.0,461,828,11.974267348289573,0.0,0.0,
1937.0,709,283,11.571668175471814,0.0,0.0,
1546.0,773,77,149.53820536760497,0.0,0.0,
979.0,625,954,4.762714335105784,0.0,0.0,
2384.0,999,999,52.386020415789005,0.0,0.0,
1592.0,204,733,79.7283258019782,0.0,0.0,
1621.0,867,575,252.66561785708086,0.0,0.0,
0.0,192,10,-241.0113409510481,0.0,0.0,
2079.0,719,317,186.3899350632522,0.0,0.0,
1871.0,352,419,255.8513148206756,0.0,0.0,
1776.0,436,3,257.5724964829537,0.0,0.0,
0.0,600,764,-174.3956005560022,0.0,0.0,
0.0,162,72,72.85533889050402,0.0,0.0,
1368.0,665,10,355.7953349352242,0.0,0.0,
1820.0,619,311,216.51828564708012,0.0,0.0,
1169.0,1,1,212.09909077624934,0.0,0.0,
1920.0,607,443,264.2744332144931,0.0,0.0,
2210.0,875,169,120.72975045953035,0.0,0.0,
2286.0,604,397,117.94996637033103,0.0,0.0,
871.0,23,857,100.2095264513053,0.0,0.0,
0.0,634,725,154.74462694576832,0.0,0.0,
1379.0,879,666,193.51427698599315,0.0,0.0,
1540.0,487,265,101.76598356565319,0.0,0.0,
1462.0,835,587,292.85244102065377,0.0,0.0,
1264.0,9,727,17.858049705865085,0.0,0.0,
0.0,732,235,148.893887502513,0.0,0.0,
2193.0,673,349,117.73405056854466,0.0,0.0,
1482.0,767,159,160.83007054277982,0.0,0.0,
875.0,989,941,10.469046762975381,0.0,0.0,
410.0,1,1,214.20511078920208,0.0,0.0,
1606.0,762,325,113.97630365342923,0.0,0.0,
0.0,615,304,112.71945587389132,0.0,0.0,
1692.0,648,435,241.60427175682747,0.0,0.0,
10794.0,856,306,-116.59817682781653,0.0,0.0,
2446.0,665,73,121.22216539207204,0.0,0.0,
1493.0,856,355,283.4428977743735,0.0,0.0,
0.0,922,242,266.6573957352137,0.0,0.0,
678.0,547,930,223.16949226623285,0.0,0.0,
1521.0,967,265,194.57969799750686,0.0,0.0,
1128.0,669,277,61.277007812069655,0.0,0.0,
2096.0,853,335,4.7586364349621135,0.0,0.0,
791.0,1,999,116.9557697149591,0.0,0.0,
866.0,999,1,327.9683112345143,0.0,0.0,
2107.0,971,57,125.92030699207771,0.0,0.0,
0.0,6,132,138.05073491053014,0.0,0.0,
2060.0,369,127,354.9699686962741,0.0,0.0,
1321.0,25,585,7.948314535262625,0.0,0.0,
1530.0,855,882,173.4805340524232,0.0,0.0,
731.0,693,197,235.75160464241753,0.0,0.0,
1691.0,723,375,157.13013045186426,0.0,0.0,
1415.0,3,733,184.33790894864478,0.0,0.0,
1522.0,219,335,260.52854368322227,0.0,0.0,
1596.0,657,370,10.757544028416874,0.0,0.0,
2631.0,429,391,226.7295865733687,0.0,0.0,
1638.0,901,641,24.48829461462367,0.0,0.0,
527.0,433,787,36.343592145214984,0.0,0.0,
1139.0,691,655,201.46001416916255,0.0,0.0,
1536.0,833,583,331.74547284447385,0.0,0.0,
2344.0,682,310,321.8156079174775,0.0,0.0,
1332.0,473,615,346.7068144780535,0.0,0.0,
615.0,677,169,235.04909132726056,0.0,0.0,
2670.0,621,493,59.55066172343254,0.0,0.0,
1027.0,767,117,146.0744537646264,0.0,0.0,
1888.0,371,335,181.0186117385806,0.0,0.0,
1368.0,873,426,355.07636328068986,0.0,0.0,
662.0,304,328,314.93092483896834,0.0,0.0,
1439.0,635,124,176.14010951697264,0.0,0.0,
1326.0,183,575,292.7170688870995,0.0,0.0,
1710.0,521,99,261.28475763998097,0.0,0.0,
2060.0,433,895,283.11006616449697,0.0,0.0,
1445.0,897,671,281.0794951129016,0.0,0.0,
832.0,41,585,216.73661556755786,0.0,0.0,
219.0,999,1,304.1494991803522,0.0,0.0,
1778.0,381,784,359.9352185741777,0.0,0.0,
1142.0,489,602,355.5193807666742,0.0,0.0,
1433.0,709,178,17.919544677433635,0.0,0.0,
