Fitness,X,Y,Rotation,relX,relY
359.0,755,209,233.92715077665366,-22.0,42.0,
157.0,1,1,233.1903647104445,1000000.0,1000000.0,
1858.0,921,737,70.45174544598598,1000000.0,1000000.0,
1257.0,521,809,208.76456033893362,1000000.0,1000000.0,
859.0,999,999,18.595300375309193,1000000.0,1000000.0,
1562.0,1,1,220.34560934053343,1000000.0,1000000.0,
1277.0,821,331,2.531130300584607,1000000.0,1000000.0,
1354.0,43,111,173.4173956026101,1000000.0,1000000.0,
0.0,509,913,99.67724905700878,1000000.0,1000000.0,
1926.0,554,915,283.212346118964,1000000.0,1000000.0,
0.0,172,70,73.7863638431017,1000000.0,1000000.0,
1401.0,377,217,115.59394829372854,1000000.0,1000000.0,
1768.0,481,657,226.98737406480058,1000000.0,1000000.0,
1684.0,983,483,195.3112973239355,1000000.0,1000000.0,
1061.0,1,1,202.10845849980683,1000000.0,1000000.0,
806.0,576,196,232.12484241241754,1000000.0,1000000.0,
0.0,986,706,110.94558152577792,1000000.0,1000000.0,
236.0,289,253,146.85782887349558,1000000.0,1000000.0,
1883.0,93,758,335.4059959928268,1000000.0,1000000.0,
557.0,109,567,288.54658446456335,1000000.0,1000000.0,
0.0,766,565,-235.97853958041236,1000000.0,1000000.0,
0.0,729,185,-163.83772365327593,1000000.0,1000000.0,
1376.0,563,233,29.615708262965427,1000000.0,1000000.0,
1961.0,97,49,29.91186974383652,1000000.0,1000000.0,
259.0,999,753,33.112462638506486,1000000.0,1000000.0,
0.0,604,36,33.29924677191002,1000000.0,1000000.0,
1807.0,547,545,66.83836959367363,1000000.0,1000000.0,
0.0,668,612,-358.4214460186336,1000000.0,1000000.0,
6268.0,202,419,-269.17199029145684,1000000.0,1000000.0,
1572.0,185,678,344.5023384862984,354.0,108.0,
1623.0,79,366,168.86443957853737,1000000.0,1000000.0,
0.0,720,666,127.3342712886614,1000000.0,1000000.0,
1883.0,500,363,302.1482077836572,1000000.0,1000000.0,
2142.0,388,604,128.72184288789788,1000000.0,1000000.0,
1980.0,646,961,69.76808096132413,1000000.0,1000000.0,
0.0,192,585,-300.14566817410457,1000000.0,1000000.0,
1343.0,1,999,127.77285474603104,1000000.0,1000000.0,
0.0,817,449,134.15715212121637,-310.0,-180.0,
0.0,474,958,340.7223564482507,1000000.0,1000000.0,
818.0,472,795,43.47796675989537,1000000.0,1000000.0,
1619.0,999,999,48.21124218083469,1000000.0,1000000.0,
1855.0,350,265,113.19434772719006,1000000.0,1000000.0,
1847.0,481,809,6.5903623775038795,1000000.0,1000000.0,
2217.0,630,763,234.9772290724017,1000000.0,1000000.0,
1377.0,73,253,81.94062681495768,1000000.0,1000000.0,
1587.0,360,459,279.7074928058575,1000000.0,1000000.0,
1531.0,185,953,346.77508136216306,1000000.0,1000000.0,
1620.0,445,607,21.481901152694263,66.0,-23.0,
784.0,871,968,341.3405743611579,1000000.0,1000000.0,
1867.0,1,1,225.09556312391993,1000000.0,1000000.0,
1390.0,705,233,114.20131931612326,1000000.0,1000000.0,
